n,th,c,pc,mc,p1c,m1c,avgAcc,avgTime,avgK,overTh,numTrials,numK 
1000,5,0.3,0.7,1,0.7,1,0.9591836734693877,7.551020408163265,6.0,both,49,6
1000,5,0.3,0.7,1,0.7,1,0,0,0,over,0,6
1000,5,0.3,0.7,1,0.7,1,0.9591836734693877,7.551020408163265,6.0,exact,49,6
1000,5,0.3,0.7,1,0.7,1,0,0,0,both,0,7
1000,5,0.3,0.7,1,0.7,1,0,0,0,over,0,7
1000,5,0.3,0.7,1,0.7,1,0,0,0,exact,0,7
1000,5,0.3,0.7,1,0.7,1,0,0,0,both,0,8
1000,5,0.3,0.7,1,0.7,1,0,0,0,over,0,8
1000,5,0.3,0.7,1,0.7,1,0,0,0,exact,0,8
1000,5,0.3,0.7,1,0.7,1,0,0,0,both,0,9
1000,5,0.3,0.7,1,0.7,1,0,0,0,over,0,9
1000,5,0.3,0.7,1,0.7,1,0,0,0,exact,0,9
1000,5,0.3,0.7,1,0.7,1,0,0,0,both,0,10
1000,5,0.3,0.7,1,0.7,1,0,0,0,over,0,10
1000,5,0.3,0.7,1,0.7,1,0,0,0,exact,0,10
1000,5,0.5,0.7,1,0.7,1,0.8599733333333334,6.38434,3.19392,both,150000,all
1000,5,0.5,0.7,1,0.7,1,0,0,0,over,0,all
1000,5,0.5,0.7,1,0.7,1,0.8599733333333334,6.38434,3.19392,exact,150000,all
1000,5,0.5,0.7,1,0.7,1,0.9936363636363637,5.609090909090909,0.0,both,1100,0
1000,5,0.5,0.7,1,0.7,1,0,0,0,over,0,0
1000,5,0.5,0.7,1,0.7,1,0.9936363636363637,5.609090909090909,0.0,exact,1100,0
1000,5,0.5,0.7,1,0.7,1,0.9811695906432748,5.801052631578948,1.0,both,8550,1
1000,5,0.5,0.7,1,0.7,1,0,0,0,over,0,1
1000,5,0.5,0.7,1,0.7,1,0.9811695906432748,5.801052631578948,1.0,exact,8550,1
1000,5,0.5,0.7,1,0.7,1,0.9533779408590546,5.993200949708612,2.0,both,27798,2
1000,5,0.5,0.7,1,0.7,1,0,0,0,over,0,2
1000,5,0.5,0.7,1,0.7,1,0.9533779408590546,5.993200949708612,2.0,exact,27798,2
1000,5,0.5,0.7,1,0.7,1,0.8801455023736616,6.262644115168828,3.0,both,48659,3
1000,5,0.5,0.7,1,0.7,1,0,0,0,over,0,3
1000,5,0.5,0.7,1,0.7,1,0.8801455023736616,6.262644115168828,3.0,exact,48659,3
1000,5,0.5,0.7,1,0.7,1,0.731401769281007,6.648934275366621,4.0,both,50529,4
1000,5,0.5,0.7,1,0.7,1,0,0,0,over,0,4
1000,5,0.5,0.7,1,0.7,1,0.731401769281007,6.648934275366621,4.0,exact,50529,4
1000,5,0.5,0.7,1,0.7,1,0.9898762654668166,7.07334083239595,5.0,both,13335,5
1000,5,0.5,0.7,1,0.7,1,0,0,0,over,0,5
1000,5,0.5,0.7,1,0.7,1,0.9898762654668166,7.07334083239595,5.0,exact,13335,5
1000,5,0.5,0.7,1,0.7,1,0.9655172413793104,9.03448275862069,6.0,both,29,6
1000,5,0.5,0.7,1,0.7,1,0,0,0,over,0,6
1000,5,0.5,0.7,1,0.7,1,0.9655172413793104,9.03448275862069,6.0,exact,29,6
1000,5,0.5,0.7,1,0.7,1,0,0,0,both,0,7
1000,5,0.5,0.7,1,0.7,1,0,0,0,over,0,7
1000,5,0.5,0.7,1,0.7,1,0,0,0,exact,0,7
1000,5,0.5,0.7,1,0.7,1,0,0,0,both,0,8
1000,5,0.5,0.7,1,0.7,1,0,0,0,over,0,8
1000,5,0.5,0.7,1,0.7,1,0,0,0,exact,0,8
1000,5,0.5,0.7,1,0.7,1,0,0,0,both,0,9
1000,5,0.5,0.7,1,0.7,1,0,0,0,over,0,9
1000,5,0.5,0.7,1,0.7,1,0,0,0,exact,0,9
1000,5,0.5,0.7,1,0.7,1,0,0,0,both,0,10
1000,5,0.5,0.7,1,0.7,1,0,0,0,over,0,10
1000,5,0.5,0.7,1,0.7,1,0,0,0,exact,0,10
1000,5,0.7,0.7,1,0.7,1,0.91068,7.672773333333334,2.30266,both,150000,all
1000,5,0.7,0.7,1,0.7,1,0,0,0,over,0,all
1000,5,0.7,0.7,1,0.7,1,0.91068,7.672773333333334,2.30266,exact,150000,all
1000,5,0.7,0.7,1,0.7,1,0.991757918285647,6.509007417873543,0.0,both,8493,0
1000,5,0.7,0.7,1,0.7,1,0,0,0,over,0,0
1000,5,0.7,0.7,1,0.7,1,0.991757918285647,6.509007417873543,0.0,exact,8493,0
1000,5,0.7,0.7,1,0.7,1,0.981142010860622,6.8536448905710055,1.0,both,30385,1
1000,5,0.7,0.7,1,0.7,1,0,0,0,over,0,1
1000,5,0.7,0.7,1,0.7,1,0.981142010860622,6.8536448905710055,1.0,exact,30385,1
1000,5,0.7,0.7,1,0.7,1,0.9511902162044115,7.399563223411225,2.0,both,45790,2
1000,5,0.7,0.7,1,0.7,1,0,0,0,over,0,2
1000,5,0.7,0.7,1,0.7,1,0.9511902162044115,7.399563223411225,2.0,exact,45790,2
1000,5,0.7,0.7,1,0.7,1,0.8826441824554523,8.093850339469105,3.0,both,40799,3
1000,5,0.7,0.7,1,0.7,1,0,0,0,over,0,3
1000,5,0.7,0.7,1,0.7,1,0.8826441824554523,8.093850339469105,3.0,exact,40799,3
1000,5,0.7,0.7,1,0.7,1,0.7368129074014146,8.844436225787065,4.0,both,21631,4
1000,5,0.7,0.7,1,0.7,1,0,0,0,over,0,4
1000,5,0.7,0.7,1,0.7,1,0.7368129074014146,8.844436225787065,4.0,exact,21631,4
1000,5,0.7,0.7,1,0.7,1,0.9865470852017937,9.310106933425319,5.0,both,2899,5
1000,5,0.7,0.7,1,0.7,1,0,0,0,over,0,5
1000,5,0.7,0.7,1,0.7,1,0.9865470852017937,9.310106933425319,5.0,exact,2899,5
1000,5,0.7,0.7,1,0.7,1,1.0,12.0,6.0,both,3,6
1000,5,0.7,0.7,1,0.7,1,0,0,0,over,0,6
1000,5,0.7,0.7,1,0.7,1,1.0,12.0,6.0,exact,3,6
1000,5,0.7,0.7,1,0.7,1,0,0,0,both,0,7
1000,5,0.7,0.7,1,0.7,1,0,0,0,over,0,7
1000,5,0.7,0.7,1,0.7,1,0,0,0,exact,0,7
1000,5,0.7,0.7,1,0.7,1,0,0,0,both,0,8
1000,5,0.7,0.7,1,0.7,1,0,0,0,over,0,8
1000,5,0.7,0.7,1,0.7,1,0,0,0,exact,0,8
1000,5,0.7,0.7,1,0.7,1,0,0,0,both,0,9
1000,5,0.7,0.7,1,0.7,1,0,0,0,over,0,9
1000,5,0.7,0.7,1,0.7,1,0,0,0,exact,0,9
1000,5,0.7,0.7,1,0.7,1,0,0,0,both,0,10
1000,5,0.7,0.7,1,0.7,1,0,0,0,over,0,10
1000,5,0.7,0.7,1,0.7,1,0,0,0,exact,0,10
1000,5,0.9,0.7,1,0.7,1,0.9726066666666666,9.71158,0.972,both,150000,all
1000,5,0.9,0.7,1,0.7,1,0,0,0,over,0,all
1000,5,0.9,0.7,1,0.7,1,0.9726066666666666,9.71158,0.972,exact,150000,all
1000,5,0.9,0.7,1,0.7,1,0.9934497816593887,8.553197394715417,0.0,both,54044,0
1000,5,0.9,0.7,1,0.7,1,0,0,0,over,0,0
1000,5,0.9,0.7,1,0.7,1,0.9934497816593887,8.553197394715417,0.0,exact,54044,0
1000,5,0.9,0.7,1,0.7,1,0.9822556911624686,9.615788106985198,1.0,both,57765,1
1000,5,0.9,0.7,1,0.7,1,0,0,0,over,0,1
1000,5,0.9,0.7,1,0.7,1,0.9822556911624686,9.615788106985198,1.0,exact,57765,1
1000,5,0.9,0.7,1,0.7,1,0.9533875723878211,11.039826624507052,2.0,both,28147,2
1000,5,0.9,0.7,1,0.7,1,0,0,0,over,0,2
1000,5,0.9,0.7,1,0.7,1,0.9533875723878211,11.039826624507052,2.0,exact,28147,2
1000,5,0.9,0.7,1,0.7,1,0.8812183935081735,12.61260731506527,3.0,both,8503,3
1000,5,0.9,0.7,1,0.7,1,0,0,0,over,0,3
1000,5,0.9,0.7,1,0.7,1,0.8812183935081735,12.61260731506527,3.0,exact,8503,3
1000,5,0.9,0.7,1,0.7,1,0.7230142566191446,13.627291242362526,4.0,both,1473,4
1000,5,0.9,0.7,1,0.7,1,0,0,0,over,0,4
1000,5,0.9,0.7,1,0.7,1,0.7230142566191446,13.627291242362526,4.0,exact,1473,4
1000,5,0.9,0.7,1,0.7,1,1.0,14.352941176470589,5.0,both,68,5
1000,5,0.9,0.7,1,0.7,1,0,0,0,over,0,5
1000,5,0.9,0.7,1,0.7,1,1.0,14.352941176470589,5.0,exact,68,5
1000,5,0.9,0.7,1,0.7,1,0,0,0,both,0,6
1000,5,0.9,0.7,1,0.7,1,0,0,0,over,0,6
1000,5,0.9,0.7,1,0.7,1,0,0,0,exact,0,6
1000,5,0.9,0.7,1,0.7,1,0,0,0,both,0,7
1000,5,0.9,0.7,1,0.7,1,0,0,0,over,0,7
1000,5,0.9,0.7,1,0.7,1,0,0,0,exact,0,7
1000,5,0.9,0.7,1,0.7,1,0,0,0,both,0,8
1000,5,0.9,0.7,1,0.7,1,0,0,0,over,0,8
1000,5,0.9,0.7,1,0.7,1,0,0,0,exact,0,8
1000,5,0.9,0.7,1,0.7,1,0,0,0,both,0,9
1000,5,0.9,0.7,1,0.7,1,0,0,0,over,0,9
1000,5,0.9,0.7,1,0.7,1,0,0,0,exact,0,9
1000,5,0.9,0.7,1,0.7,1,0,0,0,both,0,10
1000,5,0.9,0.7,1,0.7,1,0,0,0,over,0,10
1000,5,0.9,0.7,1,0.7,1,0,0,0,exact,0,10
1000,5,1,0.7,1,0.7,1,0.99324,11.161506666666666,0.0,both,150000,all
1000,5,1,0.7,1,0.7,1,0,0,0,over,0,all
1000,5,1,0.7,1,0.7,1,0.99324,11.161506666666666,0.0,exact,150000,all
1000,5,1,0.7,1,0.7,1,0.99324,11.161506666666666,0.0,both,150000,0
1000,5,1,0.7,1,0.7,1,0,0,0,over,0,0
1000,5,1,0.7,1,0.7,1,0.99324,11.161506666666666,0.0,exact,150000,0
1000,5,1,0.7,1,0.7,1,0,0,0,both,0,1
1000,5,1,0.7,1,0.7,1,0,0,0,over,0,1
1000,5,1,0.7,1,0.7,1,0,0,0,exact,0,1
1000,5,1,0.7,1,0.7,1,0,0,0,both,0,2
1000,5,1,0.7,1,0.7,1,0,0,0,over,0,2
1000,5,1,0.7,1,0.7,1,0,0,0,exact,0,2
1000,5,1,0.7,1,0.7,1,0,0,0,both,0,3
1000,5,1,0.7,1,0.7,1,0,0,0,over,0,3
1000,5,1,0.7,1,0.7,1,0,0,0,exact,0,3
1000,5,1,0.7,1,0.7,1,0,0,0,both,0,4
1000,5,1,0.7,1,0.7,1,0,0,0,over,0,4
1000,5,1,0.7,1,0.7,1,0,0,0,exact,0,4
1000,5,1,0.7,1,0.7,1,0,0,0,both,0,5
1000,5,1,0.7,1,0.7,1,0,0,0,over,0,5
1000,5,1,0.7,1,0.7,1,0,0,0,exact,0,5
1000,5,1,0.7,1,0.7,1,0,0,0,both,0,6
1000,5,1,0.7,1,0.7,1,0,0,0,over,0,6
1000,5,1,0.7,1,0.7,1,0,0,0,exact,0,6
1000,5,1,0.7,1,0.7,1,0,0,0,both,0,7
1000,5,1,0.7,1,0.7,1,0,0,0,over,0,7
1000,5,1,0.7,1,0.7,1,0,0,0,exact,0,7
1000,5,1,0.7,1,0.7,1,0,0,0,both,0,8
1000,5,1,0.7,1,0.7,1,0,0,0,over,0,8
1000,5,1,0.7,1,0.7,1,0,0,0,exact,0,8
1000,5,1,0.7,1,0.7,1,0,0,0,both,0,9
1000,5,1,0.7,1,0.7,1,0,0,0,over,0,9
1000,5,1,0.7,1,0.7,1,0,0,0,exact,0,9
1000,5,1,0.7,1,0.7,1,0,0,0,both,0,10
1000,5,1,0.7,1,0.7,1,0,0,0,over,0,10
1000,5,1,0.7,1,0.7,1,0,0,0,exact,0,10
1000,5,0,0.7,1,0.7,2,0.99746,3.0,3.0,both,150000,all
1000,5,0,0.7,1,0.7,2,0.99746,3.0,3.0,over,150000,all
1000,5,0,0.7,1,0.7,2,0,0,0,exact,0,all
1000,5,0,0.7,1,0.7,2,0,0,0,both,0,0
1000,5,0,0.7,1,0.7,2,0,0,0,over,0,0
1000,5,0,0.7,1,0.7,2,0,0,0,exact,0,0
1000,5,0,0.7,1,0.7,2,0,0,0,both,0,1
1000,5,0,0.7,1,0.7,2,0,0,0,over,0,1
1000,5,0,0.7,1,0.7,2,0,0,0,exact,0,1
1000,5,0,0.7,1,0.7,2,0,0,0,both,0,2
1000,5,0,0.7,1,0.7,2,0,0,0,over,0,2
1000,5,0,0.7,1,0.7,2,0,0,0,exact,0,2
1000,5,0,0.7,1,0.7,2,0.99746,3.0,3.0,both,150000,3
1000,5,0,0.7,1,0.7,2,0.99746,3.0,3.0,over,150000,3
1000,5,0,0.7,1,0.7,2,0,0,0,exact,0,3
1000,5,0,0.7,1,0.7,2,0,0,0,both,0,4
1000,5,0,0.7,1,0.7,2,0,0,0,over,0,4
1000,5,0,0.7,1,0.7,2,0,0,0,exact,0,4
1000,5,0,0.7,1,0.7,2,0,0,0,both,0,5
1000,5,0,0.7,1,0.7,2,0,0,0,over,0,5
1000,5,0,0.7,1,0.7,2,0,0,0,exact,0,5
1000,5,0,0.7,1,0.7,2,0,0,0,both,0,6
1000,5,0,0.7,1,0.7,2,0,0,0,over,0,6
1000,5,0,0.7,1,0.7,2,0,0,0,exact,0,6
1000,5,0,0.7,1,0.7,2,0,0,0,both,0,7
1000,5,0,0.7,1,0.7,2,0,0,0,over,0,7
1000,5,0,0.7,1,0.7,2,0,0,0,exact,0,7
1000,5,0,0.7,1,0.7,2,0,0,0,both,0,8
1000,5,0,0.7,1,0.7,2,0,0,0,over,0,8
1000,5,0,0.7,1,0.7,2,0,0,0,exact,0,8
1000,5,0,0.7,1,0.7,2,0,0,0,both,0,9
1000,5,0,0.7,1,0.7,2,0,0,0,over,0,9
1000,5,0,0.7,1,0.7,2,0,0,0,exact,0,9
1000,5,0,0.7,1,0.7,2,0,0,0,both,0,10
1000,5,0,0.7,1,0.7,2,0,0,0,over,0,10
1000,5,0,0.7,1,0.7,2,0,0,0,exact,0,10
1000,5,0.1,0.7,1,0.7,2,0.9308333333333333,3.0505533333333332,2.74506,both,150000,all
1000,5,0.1,0.7,1,0.7,2,0.9950137144760018,3.053858894253941,2.9810538676574976,over,114113,all
1000,5,0.1,0.7,1,0.7,2,0.7267534204586619,3.040042355170396,1.9946498732131412,exact,35887,all
1000,5,0.1,0.7,1,0.7,2,0,0,0,both,0,0
1000,5,0.1,0.7,1,0.7,2,0,0,0,over,0,0
1000,5,0.1,0.7,1,0.7,2,0,0,0,exact,0,0
1000,5,0.1,0.7,1,0.7,2,0.9538461538461539,4.041025641025641,1.0,both,195,1
1000,5,0.1,0.7,1,0.7,2,1.0,5.333333333333333,1.0,over,3,1
1000,5,0.1,0.7,1,0.7,2,0.953125,4.020833333333333,1.0,exact,192,1
1000,5,0.1,0.7,1,0.7,2,0.7343531214498956,3.0921508018282213,2.0,both,37851,2
1000,5,0.1,0.7,1,0.7,2,0.8803339517625232,4.042207792207792,2.0,over,2156,2
1000,5,0.1,0.7,1,0.7,2,0.7255357893262362,3.0347667740579913,2.0,exact,35695,2
1000,5,0.1,0.7,1,0.7,2,0.9972220733515551,3.0347642781856834,3.0,both,111954,3
1000,5,0.1,0.7,1,0.7,2,0.9972220733515551,3.0347642781856834,3.0,over,111954,3
1000,5,0.1,0.7,1,0.7,2,0,0,0,exact,0,3
1000,5,0.1,0.7,1,0.7,2,0,0,0,both,0,4
1000,5,0.1,0.7,1,0.7,2,0,0,0,over,0,4
1000,5,0.1,0.7,1,0.7,2,0,0,0,exact,0,4
1000,5,0.1,0.7,1,0.7,2,0,0,0,both,0,5
1000,5,0.1,0.7,1,0.7,2,0,0,0,over,0,5
1000,5,0.1,0.7,1,0.7,2,0,0,0,exact,0,5
1000,5,0.1,0.7,1,0.7,2,0,0,0,both,0,6
1000,5,0.1,0.7,1,0.7,2,0,0,0,over,0,6
1000,5,0.1,0.7,1,0.7,2,0,0,0,exact,0,6
1000,5,0.1,0.7,1,0.7,2,0,0,0,both,0,7
1000,5,0.1,0.7,1,0.7,2,0,0,0,over,0,7
1000,5,0.1,0.7,1,0.7,2,0,0,0,exact,0,7
1000,5,0.1,0.7,1,0.7,2,0,0,0,both,0,8
1000,5,0.1,0.7,1,0.7,2,0,0,0,over,0,8
1000,5,0.1,0.7,1,0.7,2,0,0,0,exact,0,8
1000,5,0.1,0.7,1,0.7,2,0,0,0,both,0,9
1000,5,0.1,0.7,1,0.7,2,0,0,0,over,0,9
1000,5,0.1,0.7,1,0.7,2,0,0,0,exact,0,9
1000,5,0.1,0.7,1,0.7,2,0,0,0,both,0,10
1000,5,0.1,0.7,1,0.7,2,0,0,0,over,0,10
1000,5,0.1,0.7,1,0.7,2,0,0,0,exact,0,10
1000,5,0.3,0.7,1,0.7,2,0.8582133333333334,3.3735866666666667,2.3617333333333335,both,150000,all
1000,5,0.3,0.7,1,0.7,2,0.9774749221722587,3.436222760290557,2.817295053614666,over,72275,all
1000,5,0.3,0.7,1,0.7,2,0.7473142489546478,3.3153425538758445,1.9381151495657767,exact,77725,all
1000,5,0.3,0.7,1,0.7,2,0.9833333333333333,5.2,0.0,both,60,0
1000,5,0.3,0.7,1,0.7,2,0,0,0,over,0,0
1000,5,0.3,0.7,1,0.7,2,0.9833333333333333,5.2,0.0,exact,60,0
1000,5,0.3,0.7,1,0.7,2,0.958198051948052,4.296875,1.0,both,4928,1
1000,5,0.3,0.7,1,0.7,2,0.9872340425531915,5.251063829787234,1.0,over,235,1
1000,5,0.3,0.7,1,0.7,2,0.9567440869379927,4.2490943959088,1.0,exact,4693,1
1000,5,0.3,0.7,1,0.7,2,0.7558340334173435,3.399852982357883,2.0,both,85704,2
1000,5,0.3,0.7,1,0.7,2,0.8829996073812328,4.237377306635257,2.0,over,12735,2
1000,5,0.3,0.7,1,0.7,2,0.7336403130096343,3.253683070893119,2.0,exact,72969,2
1000,5,0.3,0.7,1,0.7,2,0.9977237472179132,3.2570648141903287,3.0,both,59308,3
1000,5,0.3,0.7,1,0.7,2,0.9977236320714948,3.2569935081359076,3.0,over,59305,3
1000,5,0.3,0.7,1,0.7,2,1.0,4.666666666666667,3.0,exact,3,3
1000,5,0.3,0.7,1,0.7,2,0,0,0,both,0,4
1000,5,0.3,0.7,1,0.7,2,0,0,0,over,0,4
1000,5,0.3,0.7,1,0.7,2,0,0,0,exact,0,4
1000,5,0.3,0.7,1,0.7,2,0,0,0,both,0,5
1000,5,0.3,0.7,1,0.7,2,0,0,0,over,0,5
1000,5,0.3,0.7,1,0.7,2,0,0,0,exact,0,5
1000,5,0.3,0.7,1,0.7,2,0,0,0,both,0,6
1000,5,0.3,0.7,1,0.7,2,0,0,0,over,0,6
1000,5,0.3,0.7,1,0.7,2,0,0,0,exact,0,6
1000,5,0.3,0.7,1,0.7,2,0,0,0,both,0,7
1000,5,0.3,0.7,1,0.7,2,0,0,0,over,0,7
1000,5,0.3,0.7,1,0.7,2,0,0,0,exact,0,7
1000,5,0.3,0.7,1,0.7,2,0,0,0,both,0,8
1000,5,0.3,0.7,1,0.7,2,0,0,0,over,0,8
1000,5,0.3,0.7,1,0.7,2,0,0,0,exact,0,8
1000,5,0.3,0.7,1,0.7,2,0,0,0,both,0,9
1000,5,0.3,0.7,1,0.7,2,0,0,0,over,0,9
1000,5,0.3,0.7,1,0.7,2,0,0,0,exact,0,9
1000,5,0.3,0.7,1,0.7,2,0,0,0,both,0,10
1000,5,0.3,0.7,1,0.7,2,0,0,0,over,0,10
1000,5,0.3,0.7,1,0.7,2,0,0,0,exact,0,10
1000,5,0.5,0.7,1,0.7,2,0.8353733333333333,4.055973333333333,2.0297266666666665,both,150000,all
1000,5,0.5,0.7,1,0.7,2,0.9478260869565217,4.232013169361867,2.503108356734773,over,51635,all
1000,5,0.5,0.7,1,0.7,2,0.7763432115081584,3.963564275911147,1.7812331622020028,exact,98365,all
1000,5,0.5,0.7,1,0.7,2,0.9939288811795317,5.662619254119687,0.0,both,1153,0
1000,5,0.5,0.7,1,0.7,2,0,0,0,over,0,0
1000,5,0.5,0.7,1,0.7,2,0.9939288811795317,5.662619254119687,0.0,exact,1153,0
1000,5,0.5,0.7,1,0.7,2,0.9547459252157239,4.758772770853308,1.0,both,20860,1
1000,5,0.5,0.7,1,0.7,2,0.9835866261398176,5.670516717325228,1.0,over,1645,1
1000,5,0.5,0.7,1,0.7,2,0.9522768670309654,4.68071818891491,1.0,exact,19215,1
1000,5,0.5,0.7,1,0.7,2,0.7641437994460054,3.970476873717144,2.0,both,100362,2
1000,5,0.5,0.7,1,0.7,2,0.8839808646666965,4.698439665578754,2.0,over,22367,2
1000,5,0.5,0.7,1,0.7,2,0.7297775498429386,3.7617154945829863,2.0,exact,77995,2
1000,5,0.5,0.7,1,0.7,2,0.997393665158371,3.76883257918552,3.0,both,27625,3
1000,5,0.5,0.7,1,0.7,2,0.9973934764507838,3.7686710350070594,3.0,over,27623,3
1000,5,0.5,0.7,1,0.7,2,1.0,6.0,3.0,exact,2,3
1000,5,0.5,0.7,1,0.7,2,0,0,0,both,0,4
1000,5,0.5,0.7,1,0.7,2,0,0,0,over,0,4
1000,5,0.5,0.7,1,0.7,2,0,0,0,exact,0,4
1000,5,0.5,0.7,1,0.7,2,0,0,0,both,0,5
1000,5,0.5,0.7,1,0.7,2,0,0,0,over,0,5
1000,5,0.5,0.7,1,0.7,2,0,0,0,exact,0,5
1000,5,0.5,0.7,1,0.7,2,0,0,0,both,0,6
1000,5,0.5,0.7,1,0.7,2,0,0,0,over,0,6
1000,5,0.5,0.7,1,0.7,2,0,0,0,exact,0,6
1000,5,0.5,0.7,1,0.7,2,0,0,0,both,0,7
1000,5,0.5,0.7,1,0.7,2,0,0,0,over,0,7
1000,5,0.5,0.7,1,0.7,2,0,0,0,exact,0,7
1000,5,0.5,0.7,1,0.7,2,0,0,0,both,0,8
1000,5,0.5,0.7,1,0.7,2,0,0,0,over,0,8
1000,5,0.5,0.7,1,0.7,2,0,0,0,exact,0,8
1000,5,0.5,0.7,1,0.7,2,0,0,0,both,0,9
1000,5,0.5,0.7,1,0.7,2,0,0,0,over,0,9
1000,5,0.5,0.7,1,0.7,2,0,0,0,exact,0,9
1000,5,0.5,0.7,1,0.7,2,0,0,0,both,0,10
1000,5,0.5,0.7,1,0.7,2,0,0,0,over,0,10
1000,5,0.5,0.7,1,0.7,2,0,0,0,exact,0,10
1000,5,0.7,0.7,1,0.7,2,0.8601333333333333,5.355073333333333,1.6054,both,150000,all
1000,5,0.7,0.7,1,0.7,2,0.9225537634408603,5.595322580645162,2.0946505376344087,over,37200,all
1000,5,0.7,0.7,1,0.7,2,0.8395478723404255,5.27584219858156,1.4440514184397164,exact,112800,all
1000,5,0.7,0.7,1,0.7,2,0.9925475808300849,6.501261178628755,0.0,both,8722,0
1000,5,0.7,0.7,1,0.7,2,0,0,0,over,0,0
1000,5,0.7,0.7,1,0.7,2,0.9925475808300849,6.501261178628755,0.0,exact,8722,0
1000,5,0.7,0.7,1,0.7,2,0.9550732651368538,5.729866898376713,1.0,both,50638,1
1000,5,0.7,0.7,1,0.7,2,0.9800781977285422,6.56004468441631,1.0,over,5371,1
1000,5,0.7,0.7,1,0.7,2,0.9521063909691386,5.631365012039676,1.0,exact,45267,1
1000,5,0.7,0.7,1,0.7,2,0.7723369379067377,5.057322503302833,2.0,both,81748,2
1000,5,0.7,0.7,1,0.7,2,0.8803243667436892,5.6646466407987095,2.0,over,22937,2
1000,5,0.7,0.7,1,0.7,2,0.7302205369743755,4.820458757715393,2.0,exact,58811,2
1000,5,0.7,0.7,1,0.7,2,0.9967386414754836,4.833783175888439,3.0,both,8892,3
1000,5,0.7,0.7,1,0.7,2,0.9967386414754836,4.833783175888439,3.0,over,8892,3
1000,5,0.7,0.7,1,0.7,2,0,0,0,exact,0,3
1000,5,0.7,0.7,1,0.7,2,0,0,0,both,0,4
1000,5,0.7,0.7,1,0.7,2,0,0,0,over,0,4
1000,5,0.7,0.7,1,0.7,2,0,0,0,exact,0,4
1000,5,0.7,0.7,1,0.7,2,0,0,0,both,0,5
1000,5,0.7,0.7,1,0.7,2,0,0,0,over,0,5
1000,5,0.7,0.7,1,0.7,2,0,0,0,exact,0,5
1000,5,0.7,0.7,1,0.7,2,0,0,0,both,0,6
1000,5,0.7,0.7,1,0.7,2,0,0,0,over,0,6
1000,5,0.7,0.7,1,0.7,2,0,0,0,exact,0,6
1000,5,0.7,0.7,1,0.7,2,0,0,0,both,0,7
1000,5,0.7,0.7,1,0.7,2,0,0,0,over,0,7
1000,5,0.7,0.7,1,0.7,2,0,0,0,exact,0,7
1000,5,0.7,0.7,1,0.7,2,0,0,0,both,0,8
1000,5,0.7,0.7,1,0.7,2,0,0,0,over,0,8
1000,5,0.7,0.7,1,0.7,2,0,0,0,exact,0,8
1000,5,0.7,0.7,1,0.7,2,0,0,0,both,0,9
1000,5,0.7,0.7,1,0.7,2,0,0,0,over,0,9
1000,5,0.7,0.7,1,0.7,2,0,0,0,exact,0,9
1000,5,0.7,0.7,1,0.7,2,0,0,0,both,0,10
1000,5,0.7,0.7,1,0.7,2,0,0,0,over,0,10
1000,5,0.7,0.7,1,0.7,2,0,0,0,exact,0,10
1000,5,0.9,0.7,1,0.7,2,0.9416933333333334,8.170186666666666,0.8120666666666667,both,150000,all
1000,5,0.9,0.7,1,0.7,2,0.9367829279486003,8.326067003212483,1.536599357503442,over,17432,all
1000,5,0.9,0.7,1,0.7,2,0.9423390260092933,8.149689216100416,0.7167943998551687,exact,132568,all
1000,5,0.9,0.7,1,0.7,2,0.9936332611647279,8.545227698066126,0.0,both,54502,0
1000,5,0.9,0.7,1,0.7,2,0,0,0,over,0,0
1000,5,0.9,0.7,1,0.7,2,0.9936332611647279,8.545227698066126,0.0,exact,54502,0
1000,5,0.9,0.7,1,0.7,2,0.9580148300838844,8.060637292793954,1.0,both,69858,1
1000,5,0.9,0.7,1,0.7,2,0.9817142857142858,8.521714285714285,1.0,over,8750,1
1000,5,0.9,0.7,1,0.7,2,0.9546213261766053,7.994616089546377,1.0,exact,61108,1
1000,5,0.9,0.7,1,0.7,2,0.781199935917975,7.671579621916052,2.0,both,24968,2
1000,5,0.9,0.7,1,0.7,2,0.8827715355805243,8.167665418227216,2.0,over,8010,2
1000,5,0.9,0.7,1,0.7,2,0.733223257459606,7.437256751975469,2.0,exact,16958,2
1000,5,0.9,0.7,1,0.7,2,0.9955357142857143,7.666666666666667,3.0,both,672,3
1000,5,0.9,0.7,1,0.7,2,0.9955357142857143,7.666666666666667,3.0,over,672,3
1000,5,0.9,0.7,1,0.7,2,0,0,0,exact,0,3
1000,5,0.9,0.7,1,0.7,2,0,0,0,both,0,4
1000,5,0.9,0.7,1,0.7,2,0,0,0,over,0,4
1000,5,0.9,0.7,1,0.7,2,0,0,0,exact,0,4
1000,5,0.9,0.7,1,0.7,2,0,0,0,both,0,5
1000,5,0.9,0.7,1,0.7,2,0,0,0,over,0,5
1000,5,0.9,0.7,1,0.7,2,0,0,0,exact,0,5
1000,5,0.9,0.7,1,0.7,2,0,0,0,both,0,6
1000,5,0.9,0.7,1,0.7,2,0,0,0,over,0,6
1000,5,0.9,0.7,1,0.7,2,0,0,0,exact,0,6
1000,5,0.9,0.7,1,0.7,2,0,0,0,both,0,7
1000,5,0.9,0.7,1,0.7,2,0,0,0,over,0,7
1000,5,0.9,0.7,1,0.7,2,0,0,0,exact,0,7
1000,5,0.9,0.7,1,0.7,2,0,0,0,both,0,8
